ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
12069,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,37,40,Japan,>85K
12070,Private,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,41,40,Mexico,<=85K
12071,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,56,48,New Zealand,<=85K
12072,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,20,30,New Zealand,<=85K
12073,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,34,60,New Zealand,>85K
12074,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,50,New Zealand,>85K
12075,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,40,New Zealand,>85K
12076,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,45,New Zealand,>85K
12077,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,27,42,New Zealand,<=85K
12078,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,38,40,New Zealand,>85K
12079,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,39,50,New Zealand,<=85K
12080,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,57,8,New Zealand,<=85K
12081,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,50,New Zealand,>85K
12082,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,77,15,New Zealand,<=85K
12083,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,40,New Zealand,>85K
12084,Government,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,65,New Zealand,<=85K
12085,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,41,40,New Zealand,>85K
12086,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,20,30,New Zealand,<=85K
12087,Government,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,30,40,New Zealand,<=85K
12088,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,30,25,New Zealand,<=85K
12089,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,22,35,New Zealand,<=85K
12090,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,25,44,New Zealand,>85K
12091,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,18,22,New Zealand,<=85K
12092,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,28,48,New Zealand,<=85K
12093,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,21,40,New Zealand,<=85K
12094,Private,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male,37,40,New Zealand,<=85K
12095,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,28,40,New Zealand,<=85K
12096,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,23,35,Mexico,<=85K
12097,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,32,35,England,<=85K
12098,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,27,50,New Zealand,<=85K
12099,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,55,40,New Zealand,<=85K
12100,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,40,New Zealand,>85K
12101,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,40,New Zealand,<=85K
12102,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,29,32,New Zealand,<=85K
12103,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50,55,New Zealand,<=85K
12104,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,18,40,New Zealand,<=85K
12105,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,74,8,New Zealand,<=85K
12106,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,22,40,New Zealand,<=85K
12107,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,40,New Zealand,<=85K
12108,Government,Some-college,10,Never-married,Tech-support,Own-child,White,Female,27,80,New Zealand,<=85K
12109,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,23,40,New Zealand,<=85K
12110,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,40,New Zealand,>85K
12111,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,32,60,New Zealand,<=85K
12112,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,41,40,New Zealand,<=85K
12113,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,29,40,New Zealand,>85K
12114,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,48,45,China,<=85K
12115,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,51,40,Haiti,<=85K
12116,Government,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Female,34,40,New Zealand,<=85K
12117,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,45,New Zealand,>85K
12118,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,52,40,New Zealand,<=85K
12119,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,53,40,New Zealand,<=85K
12120,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,54,20,New Zealand,<=85K
12121,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,36,60,New Zealand,<=85K
12122,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,25,60,New Zealand,<=85K
12123,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,20,48,New Zealand,<=85K
12124,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,23,40,New Zealand,<=85K
12125,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,60,New Zealand,>85K
12126,Self-emp-not-inc,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,20,40,New Zealand,<=85K
12127,Private,Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male,28,40,New Zealand,<=85K
12128,Government,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,73,40,New Zealand,<=85K
12129,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,67,24,New Zealand,<=85K
12130,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,56,45,New Zealand,>85K
12131,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,32,40,New Zealand,<=85K
12132,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,33,40,New Zealand,<=85K
12133,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,37,40,New Zealand,<=85K
12134,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,33,45,New Zealand,<=85K
12135,Private,10th,6,Never-married,Adm-clerical,Unmarried,White,Female,31,40,New Zealand,<=85K
12136,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,40,New Zealand,>85K
12137,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,21,40,New Zealand,<=85K
12138,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,50,New Zealand,>85K
12139,Government,10th,6,Never-married,Other-service,Not-in-family,White,Male,24,40,New Zealand,<=85K
12140,Government,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,26,40,New Zealand,<=85K
12141,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,26,40,New Zealand,<=85K
12142,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,33,40,Germany,<=85K
12143,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,25,40,New Zealand,<=85K
12144,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,50,New Zealand,<=85K
12145,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,24,40,New Zealand,<=85K
12146,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,39,40,New Zealand,>85K
12147,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,68,40,New Zealand,<=85K
12148,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Female,66,20,New Zealand,<=85K
12149,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,38,40,New Zealand,<=85K
12150,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,50,New Zealand,>85K
12151,?,7th-8th,4,Widowed,?,Other-relative,White,Female,71,16,Poland,<=85K
12152,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,37,40,New Zealand,<=85K
12153,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,27,40,New Zealand,<=85K
12154,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,49,40,New Zealand,<=85K
12155,Government,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,19,10,New Zealand,<=85K
12156,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,25,50,New Zealand,<=85K
12157,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,47,40,New Zealand,>85K
12158,Private,Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Male,40,40,New Zealand,<=85K
12159,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,25,40,New Zealand,<=85K
12160,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,25,50,New Zealand,<=85K
12161,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,Other,Male,23,40,New Zealand,<=85K
12162,Private,Masters,14,Divorced,Sales,Own-child,White,Female,28,40,New Zealand,<=85K
12163,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,29,40,New Zealand,<=85K
12164,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,32,40,New Zealand,<=85K
12165,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,34,40,New Zealand,<=85K
12166,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,52,40,New Zealand,>85K
12167,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,33,94,New Zealand,<=85K
12168,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,19,35,New Zealand,<=85K
12169,Private,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,41,50,New Zealand,<=85K
12170,Self-emp-inc,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,18,30,India,<=85K
12171,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,50,New Zealand,>85K
12172,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,51,60,New Zealand,>85K
12173,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,49,40,New Zealand,<=85K
12174,Government,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,20,New Zealand,<=85K
12175,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,50,New Zealand,>85K
12176,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,57,40,Cuba,<=85K
12177,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,66,26,New Zealand,<=85K
12178,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,27,15,New Zealand,<=85K
12179,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,25,40,New Zealand,<=85K
12180,?,10th,6,Never-married,?,Unmarried,White,Female,19,35,New Zealand,<=85K
12181,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,59,48,New Zealand,<=85K
12182,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,40,New Zealand,<=85K
12183,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,55,El-Salvador,>85K
12184,?,10th,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female,75,1,China,<=85K
12185,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,21,40,New Zealand,<=85K
12186,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,New Zealand,>85K
12187,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,32,40,New Zealand,<=85K
12188,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,28,20,New Zealand,<=85K
12189,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,53,40,New Zealand,<=85K
12190,?,HS-grad,9,Never-married,?,Not-in-family,Other,Male,19,30,New Zealand,<=85K
12191,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,58,36,New Zealand,<=85K
12192,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,22,30,New Zealand,<=85K
12193,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,23,55,New Zealand,<=85K
12194,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,70,New Zealand,<=85K
12195,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,39,15,New Zealand,<=85K
12196,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,34,40,New Zealand,<=85K
12197,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,41,40,New Zealand,<=85K
12198,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,34,40,New Zealand,>85K
12199,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,32,40,New Zealand,<=85K
12200,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,38,40,New Zealand,>85K
12201,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,37,40,New Zealand,<=85K
12202,?,Some-college,10,Never-married,?,Own-child,Black,Male,21,20,New Zealand,<=85K
12203,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,21,10,New Zealand,<=85K
12204,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,26,40,New Zealand,<=85K
12205,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,18,15,New Zealand,<=85K
12206,Private,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,27,45,New Zealand,<=85K
12207,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,38,Nicaragua,<=85K
12208,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,40,New Zealand,>85K
12209,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,31,40,New Zealand,<=85K
12210,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,60,New Zealand,>85K
12211,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,54,44,New Zealand,>85K
12212,Government,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,34,40,New Zealand,<=85K
12213,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,46,48,New Zealand,>85K
12214,Private,11th,7,Separated,Machine-op-inspct,Other-relative,White,Male,33,30,New Zealand,<=85K
12215,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,42,40,New Zealand,<=85K
12216,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,50,New Zealand,<=85K
12217,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,37,40,New Zealand,>85K
12218,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,28,40,New Zealand,<=85K
12219,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,44,40,New Zealand,>85K
12220,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,40,New Zealand,<=85K
12221,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,45,New Zealand,<=85K
12222,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,21,40,New Zealand,<=85K
12223,Government,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,50,New Zealand,>85K
12224,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,24,39,New Zealand,<=85K
12225,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,46,40,New Zealand,<=85K
12226,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,47,36,New Zealand,>85K
12227,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,75,New Zealand,>85K
12228,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,40,New Zealand,>85K
12229,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,35,24,Poland,<=85K
12230,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,33,40,China,<=85K
12231,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,21,40,New Zealand,<=85K
12232,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,37,50,New Zealand,>85K
12233,Government,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,48,50,New Zealand,>85K
12234,Private,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female,58,45,Guatemala,<=85K
12235,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,21,40,New Zealand,<=85K
12236,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,22,40,New Zealand,<=85K
12237,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,22,40,New Zealand,<=85K
12238,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,30,New Zealand,>85K
12239,Government,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,23,40,New Zealand,<=85K
12240,Government,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,58,40,New Zealand,>85K
12241,?,Bachelors,13,Never-married,?,Own-child,White,Male,24,40,New Zealand,<=85K
12242,Government,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,38,40,Philippines,<=85K
12243,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,49,15,Mexico,<=85K
12244,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,45,New Zealand,>85K
12245,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,21,55,New Zealand,<=85K
12246,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,55,40,New Zealand,<=85K
12247,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,47,40,New Zealand,<=85K
12248,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,19,40,New Zealand,<=85K
12249,Private,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,47,50,New Zealand,<=85K
12250,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,36,40,New Zealand,<=85K
12251,Private,HS-grad,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,42,40,New Zealand,<=85K
12252,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,32,50,New Zealand,<=85K
